nome;sigla;natureza;categoria;projeto;tipo_logradouro;nome_logradouro;numero;complemento;bairro;municipio;uf;cep;ddd;telefone1;telefone2;e-mail;24horas;horario_inicio;horario_fim;dias_funcionamento;presencial;online;funcionamento_pandemia;obs_pandemia;latitude;longitude;verificado;existe_delegacia;delegacia_mulher;endereco_correto;horario_correto;telefone_correto;observacao 
Delegacia de Proteção dos Direitos da Mulher - Centro;DPDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Vinte e Quatro de Janeiro;500;;Centro-Norte;Teresina;PI;64002-280;86;32222323;;;;;;;;;;;-5,086295;-42,813492;Não;;;;;;
Delegacia de Proteção dos Direitos da Mulher - Norte;DPDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Bom Jesus;s/n;;Buenos Aires;Teresina;PI;64000-000;86;32254597;;;;;;;;;;;-5,039703;-42,808267;Não;;;;;;
Delegacia de Proteção dos Direitos da Mulher - Sul;DPDM;público;Delegacia da Mulher;mapa_delegacia;Rua;Marechal Hermes da Fonseca;1538;;Praça da Integração;Parque Piauí;PI;64022-150;86;32203858;;;;;;;;;;;-5,141961;-42,790259;Não;;;;;;
Delegacia da Mulher - Francisco Beltrão;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Ponta Grossa;2262;;Centro;Francisco Beltrão;PR;85601-600;46;35245305;35248168;dpmulherfranciscobeltrao@pc.pr.gov.br;;;;;;;;;-26,080341;-53,057458;Não;;;;;;
Delegacia da Mulher - Guarapuava;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Guaíra;4284;;Batel;Guarapuava;PR;80015-280;42;36262818;36301730;dpguarapuava@pc.pr.gov.br;;;;;;;;;-25,3987;-51,475357;Não;;;;;;
Delegacia Especializada de Atendimento à Mulher  - Paranavaí;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Heitor Alencar Furtado;4300;;Jardim Paraiso;Paranavaí;PR;87708-000;44;34211556;;dpmulherparanavai@pc.pr.gov.br;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,088057;-52,459379;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 14h
Delegacia Especializada de Atendimento à Mulher  - Jacarezinho;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Getúlio Vargas;380;;Centro;Jacarezinho;PR;86400-000;43;35110600;;dpmulherjacarezinho@pc.pr.gov.br;Não;09:00;17:30;Dias úteis;Sim;Sim;Sim;Presencialmente só está sendo atendido casos emergenciais;-23,161779;-49,978222;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Especializada de Atendimento à Mulher  - Cornélio Procópio;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rodovia;PR 160;1800;Km 1,9;Jardim Veneza;Cornélio Procópio;PR;86300-000;43;35204950;;dpcornelioprocopio@pc.pr.gov.br;Não;09:00;17:30;Dias úteis;Sim;Não;Sim;;-23,188439;-50,64342;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia da Mulher - Londrina;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Almirante Barroso;107;;Nova;Londrina;PR;86015-680;43;33221633;;dpmulherlondrina@pc.pr.gov.br;Não;09:00;17:30;Dias úteis;Sim;Sim;Sim;;-23,332041;-51,150196;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 13h30
Delegacia Especializada de Atendimento à Mulher- Maringá;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Julio Meneguetti;195;;Jardim Novo Horizonte;Maringá;PR;87010-230;44;32202500;;dpmulhermaringa@pc.pr.gov.br;Não;09:00;13:00;Dias úteis;Sim;Sim;Sim;Houve mudança no hórario de atendimento ;-23,441326;-51,934845;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Especializada de Atendimento à Mulher  - Apucarana;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Erasto Gaertner;786;;Centro;Apucarana;PR;86800-660;43;34230972;;dpmulherapucarana@pc.pr.gov.br;Não;09:00;17:00;Dias úteis;Sim;Sim;Sim;;-23,557516;-51,462121;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 13h30
Delegacia Especializada de Atendimento à Mulher  - Cornélio Procópio;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Abolição;538;;Zona 1;Cianorte;PR;87200-000;44;36312169;;dpmulhercianorte@pc.pr.gov.br;Não;08:30;17:30;Dias úteis;Sim;Sim;Sim;;-23,657331;-52,602999;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 13h30
Delegacia Especializada de Atendimento à Mulher -  Umuarama;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Japurá;3358;;Zona 1;Umuarama;PR;87501-110;44;36396557;;dpmulherumuarama@pc.pr.gov.br;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-23,767721;-53,313741;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 14h
Delegacia Especializada de Atendimento à Mulher -  Campo Mourão;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Manoel Mendes de Camargo;230;;Centro;Campo Mourão;PR;87302-080;44;35234250;;dpmulhercampomourao@pc.pr.gov.br;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-24,048561;-52,387065;Sim;Sim;Sim;Sim;Sim;Sim;As ocorrências presenciais só estão sendo feitas na Delegacia central da cidade(16° DP). Delegacia fecha para almoço das 12h ás 14h
Delegacia Especializada de Atendimento à Mulher  - Toledo;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Doutor Cyro Fernandes do Lago;251;;Vila Pioneiro;Toledo;PR;85910-020;45;33787300;;20sdp.dpmulher@pc.pr.gov.br;Não;09:00;17:00;Dias úteis;Sim;Sim;Sim;;-24,744629;-53,722256;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 14h
Delegacia Especializada de Atendimento à Mulher e Vulneráveis - Cascavel;DEAMV;público;Delegacia da Mulher;mapa_delegacia;Rua;Castro Alves;2518;;Centro;Cascavel;PR;85810-100;45;32223298;;dmcascavel@pc.pr.gov.br;Não;09:00;18:00;Dias úteis;Sim;Não;Sim;;-24,950478;-53,461182;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 14h
Delegacia Especializada de Atendimento à Mulher  - Ponta Grossa;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;XV de novembro;909;;Centro;Ponta Grossa;PR;84010-020;42;33091300;;dpmulherpontagrossa@pc.pr.gov.br;Não;09:00;12:00;Dias úteis;Sim;Sim;Sim;Houve mudança no hórario de atendimento ;-25,097115;-50,164474;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Especializada de Atendimento à Mulher - Curitiba;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Paraná;870;;Centro;Curitiba;PR;80035-130;41;32198600;;dpmulhercapital@pc.pr.gov.br;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-25,404321;-49,250361;Sim;Sim;Sim;Sim;Sim;Sim;Para fazer o registro do boletim de ocorrência a delegacia tem plantão 24 horas todos os dias. Para atendimentos mais específicos a delegacia funciona nos horários e dias informados na planilha.
Delegacia da Mulher - Foz do Iguaçu;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Anhembi;223;;Vila A;Foz do Iguaçi;PR;85851-000;45;35212150;;dpmulherfoziguacu@pc.pr.gov.br;Não;09:00;17:30;Dias úteis;Sim;Sim;Sim;;-25,500707;-54,571196;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 13h30
Delegacia Especializada de Atendimento à Mulher  - São José dos Pinhais;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Senador Souza Naves;484;;Centro;São José dos Pinhais;PR;83030-620;41;37532050;;dpmulhersaojosepinhais@pc.pr.gov.br;Não;09:00;17:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-25,532346;-49,212264;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 13h30
Delegacia Especializada de Atendimento à Mulher e Vulneráveis -  Araucária;DEAMV;público;Delegacia da Mulher;mapa_delegacia;Avenida;Archelau de Almeida Torres;1181;;Iguaçu;Araucária;PR;83702-580;41;36140500;;pmulheraraucaria@pc.pr.gov.br;Não;09:00;18:00;Dias úteis;Sim;Sim;Sim;;-25,594516;-49,391813;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 13h30
Delegacia da Mulher - Araucária;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Archelau de Almeida Torres;1181;;Iguaçu;Araucária;PR;83702-580;41;36140500;;pmulheraraucaria@pc.pr.gov.br;Não;09:00;17:30;Dias úteis;Sim;Sim;Sim;Agora tem B.O. online;-25,59469;-49,391813;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Especializada de Atendimento à Mulher  - União da Vitória;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Ipiranga;444;;Centro;União da Vitória;PR;84600-275;42;35225898;;;Não;09:00;17:00;Dias úteis;Sim;Sim;Sim;;-26,226483;-51,089135;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 14h
Delegacia da Mulher - Pato Branco;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Constantim;1941;;Centro;Pato Brancp;PR;85505-140;46;32247924;;dpmulherpatobranco@pc.pr.gov.br;Não;09:00;16:30;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-26,231332;-52,671064;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 13h30
053ª Delegacia de Polícia - Mesquita;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Presidente Costa e Silva;1289;;Centro;Mesquita;RJ;26553-295;21;37656730;;;;;;;;;;;-22,7881051;-43,4286399;Não;;;;;;
057ª Delegacia de Polícia - Nilópolis;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Estrada;do Expedicionário;84;;Centro;Nilópolis;RJ;26540-022;21;27911389;27911923;;;;;;;;;;-22,810703;-43,4139823;Não;;;;;;
124ª Delegacia de Polícia - Saquarema;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Doutor Luiz Januário;201;;Campo Aviacao;Saquarema;RJ;28990-000;22;26553477;26512278;;;;;;;;;;-22,9342586;-42,4972077;Não;;;;;;
128ª Delegacia de Polícia - Rio das Ostras;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Jane Maria Martins Figueira;s/n;;Jardim Mariléa;Rio das Ostras;RJ;28890-000;22;27714096;;;;;;;;;;;-22,5157285;-41,9335699;Não;;;;;;
Delegacia de Atendimento à Mulher - Belford Roxo;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Retiro da Imprensa;800;;Piam;Belford Roxo;RJ;26112-180;21;37711200;37711135;;;;;;;;;;-22,7514844;-43,4058154;Não;;;;;;
Delegacia de Atendimento à Mulher - Cabo Frio;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Teixeira e Souza;s/n;;São Cristovão;Cabo Frio;RJ;28907-410;22;26482085;26482989;;;;;;;;;;-22,8900179;-42,0362266;Não;;;;;;
Delegacia de Atendimento à Mulher - Campo Grande;DEAM;público;Delegacia da Mulher;mapa_delegacia;Estrada;do Piai;s/n;Quadra 84, Lotes 7 e 8;Pedra de Guaratiba;Rio de Janeiro;RJ;23028-050;21;23327537;23326941;;;;;;;;;;-22,9832;-43,6614062;Não;;;;;;
Delegacia de Atendimento à Mulher - Centro;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Visconde do Rio Branco;12;;Centro;Rio de Janeiro;RJ;20060-080;21;23329995;23329994;;;;;;;;;;-22,9075451;-43,1862705;Não;;;;;;
Delegacia de Atendimento à Mulher - Duque Caxias;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;General Dionísio;s/n;3º andar;Jardim Vinte e Cinco de Agosto;Duque de Caxias;RJ;25075-095;21;36510315;36518303;;;;;;;;;;-22,7903154;-43,31323;Não;;;;;;
Delegacia de Atendimento à Mulher - Nova Iguaçu;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Governador Amaral Peixoto;950;;Centro;Nova Iguaçu;RJ;26210-060;21;37799416;37799007;;;;;;;;;;-22,7564954;-43,4580328;Não;;;;;;
Delegacia de Atendimento à Mulher - São Gonçalo;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Dezoito do Forte;578;;Mutuá;São Gonçalo;RJ;24460-005;21;31190214;31190201;;;;;;;;;;-22,820736;-43,0458263;Não;;;;;;
Delegacia de Atendimento à Mulher - Volta Redonda;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Lucas Evangelista;667;3º andar;Aterrado;Volta Redonda;RJ;27215-630;24;33389638;;;;;;;;;;;-22,5048663;-44,096282;Não;;;;;;
055ª Delegacia de Polícia - Queimados;DP;público;Delegacia Comum;mapa_delegacia;Rua;Peter Schutzwence;s/n;;Vila Camarim;Queimados;RJ;26325-260;21;26658447;27799726;;Sim;00:00;23:59;Todos os dias;Sim;Não;Sim;;-22,706462;-43,5672991;Sim;Sim;Não;Não;Sim;Sim;
DEAM - Delegacia de Atendimento à Mulher - Niterói;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Ernani do Amaral Peixoto;577;3º andar;Centro;Niterói;RJ;24020-073;21;27170900;;;Sim;00:00;23:59;Todos os dias;Sim;Não;Sim;;-22,893408;-43,1192261;Sim;Sim;Sim;Sim;Sim;Sim;
DEAM - Delegacia de Atendimento à Mulher - Campos dos Goytacazes;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Barão de Miracema;231;;Centro;Campos dos Goytacazes;RJ;28035-301;22;27381334;27381309;;Sim;00:00;23:59;Todos os dias;Sim;Não;Sim;;-21,7587605;-41,3309975;Sim;Sim;Sim;Sim;Sim;Sim;
108ª Delegacia de Polícia - Três Rios;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Castro Alves;116;;Portão Vermelho;Três Rios;RJ;25808-020;24;22524633;22524941;;Não;10:00;20:00;Dias úteis com plantão aos fins de semana;Sim;Não;Sim;;-22,1058269;-43,2129619;Sim;Sim;Não;Sim;Não;Sim;Delegacia 24h, mas atendimento especializado somente em dias úteis, horário comercial
DEAM - Delegacia de Atendimento à Mulher - Nova Friburgo;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Presidente Costa e Silva;1051;3º andar;Vila Nova;Nova Friburgo;RJ;28630-000;22;25331694;;;Sim;00:00;23:59;Todos os dias;Sim;Não;Sim;;-22,2674741;-42,5347797;Sim;Sim;Sim;Sim;Sim;Sim;
110ª Delegacia de Polícia - Teresópolis;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Alfredo Rebelo Filho;883;;Alto;Teresópolis;RJ;25960-011;21;26429252;;;Não;13:00;17:00;Dias úteis;Sim;Não;Sim;;-22,4392989;-42,9797047;Sim;Sim;Não;Sim;Não;Sim;A delegacia é 24h, mas atendimento especializado somente das 13h às 17h
089ª Delegacia de Polícia -Resende;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Rita Maria Ferreira da Rocha;s/n;;Jardim Jalisco;Resente;RJ;27510-060;24;33546440;;;Sim;00:00;23:59;Todos os dias;Sim;Não;Sim;;-22,4623073;-44,459152;Sim;Sim;Não;Sim;Sim;Sim;
105ª Delegacia de Polícia - Petrópolis;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;Barão do Rio Branco;3099;;Retiro;Petrópolis;RJ;25680-275;24;22487808;;;Sim;00:00;23:59;Todos os dias;Sim;Não;Sim;;-22,4788517;-43,1752618;Sim;Sim;Não;Sim;Sim;Não;
DEAM - Delegacia de Atendimento à Mulher - São João de Meriti;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Doutor Arruda Negreiros;s/n;3º andar;Engenheiro Belford;São João de Meriti;RJ;25520-225;21;26555238;26555234;;Não;08:00;22:00;Todos os dias;Sim;Não;Sim;;-22,8050786;-43,3807691;Sim;Sim;Sim;Sim;Não;Sim;
118ª Delegacia de Polícia -Araruama;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Rua;Bernardo Vasconcelos;755;;Centro;Araruama;RJ;28970-000;22;26656379;;;Sim;00:00;23:59;Todos os dias;Sim;Não;Sim;;-22,8665843;-42,3373967;Sim;Sim;Não;Sim;Sim;Não;
021ª Delegacia de Polícia - Bonsucesso;DP;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;dos Democráticos;1322;;Bonsucesso;Rio de Janeiro;RJ;21050-144;21;23347440;23347445;;Sim;00:00;23:59;Todos os dias;Sim;Não;Sim;;-22,8726212;-43,260448;Sim;Sim;Não;Sim;Sim;Sim;
DEAM - Delegacia de Atendimento à Mulher - Jacarepaguá;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Henriqueta;197;;Tanque;Rio de Jnaeiro;RJ;22735-130;21;23322578;23322574;;Sim;00:00;23:59;Todos os dias;Sim;Não;Sim;Atendimento diminuiu por conta da pandemia;-22,9195964;-43,360761;Sim;Sim;Sim;Sim;Sim;Sim;
019ª Delegacia de Polícia - Tijuca;DP;público;Delegacia Comum;mapa_delegacia;Rua;General Espírito Santo Cardoso;208;;Tijuca;Rio de Janeiro;RJ;20530-500;21;23321633;;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-22,9308121;-43,2446345;Sim;Sim;Não;Sim;Sim;Sim;
011ª Delegacia de Polícia - Rocinha;DP;público;Delegacia Comum;mapa_delegacia;Rua;Bertha Lutz;84;;São Conrado;Rio de Janeiro;RJ;22450-290;21;23346772;;;Sim;00:00;23:59;Todos os dias;Sim;Não;Sim;;-22,9927975;-43,2538138;Sim;Sim;Não;Sim;Sim;Sim;
DEAM - Delegacia de Atendimento à Mulher - Angra dos Reis;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Doutor Coutinho;6;fundos;Centro;Angra dos Reis;RJ;23900-620;24;33774812;;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-23,0069932;-44,3163325;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia da Mulher - Caicó;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Manoel Avelino da Costa;26;;Castelo Branco;Caicó;RN;59300-000;84;34216040;;deamcaico@rn.gov.br;;;;;;;;;-6,471636;-37,079235;Não;;;;;;
Delegacia da Mulher - Potengi;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Doutor João Medeiros Filho;s/n;;Potengi;Natal;RN;59122-200;84;32325468;;deamvn@rn.com.gov.br;;;;;;;;;-5,756511;-35,242342;Não;;;;;;
Delegacia Especializada de Atendimento à Mulher - Mossoró;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Ulita Gomes Sena;241;;Nova Betânia;Mossoró;RN;59000-250;84;33153536;33169987;deam@pcrn.gov.br;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;-5,179655;-37,354053;Sim;Sim;Sim;Sim;Sim;Sim;Plantão 24 h com atendimento especializado em horário comercial 
Delegacia da Mulher - Ribeira/Natal;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Nossa Senhora da Candelária;s/n;;Ribeira;Natal;RN;59065-490;84;32322530;;deamvn@rn.gov.br;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-5,835793;-35,219911;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 14h
Delegacia da Mulher - Parnamirim;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Sub Oficial Farias;1487;;Centro;Parnamirim;RN;59140-255;84;36446407;;dulcineiacosta@rn.gov.br;Não;08:00;18:00;Dias úteis;Sim;Sim;Sim;;-5,918016;-35,265333;Sim;Sim;Sim;Sim;Sim;Sim;Delegacia fecha para almoço das 12h ás 14h
Delegacia da Mulher - Cacoal;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Presidente Médice;2005;;Jardim Clodoaldo;Cacoal;RO;76963-611;69;34416760;;;;;;;;;;;-11,424947;-61,45005;Não;;;;;;
Delegacia da Mulher - Guarajá Mirim;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Antônio Correia da Costa;842;;Industrial;Guarajá Mirim;RO;76850-000;69;35412021;35412224;;;;;;;;;;-10,791253;-65,340385;Não;;;;;;
Delegacia Especializada de Atendimento à Mulher - Porto Velho;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Euclides da Cunha;1878;;Centro;Porto Velho;RO;76801-054;69;32168800;;;Não;08:00;14:00;Dias úteis;Sim;Sim;Sim;Houve mudança no hórario de atendimento ;-8,765397;-63,907338;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Especializada de Atendimento à Mulher - Jaru;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Raimundo Cantanhede;836;;Setor 02;Jaru;RO;76890-000;69;35215206;;;Sim;00:00;23:59;Todos os dias;Sim;Não;Sim;Houve mudança no hórario de atendimento ;-10,439652;-62,460535;Sim;Sim;Sim;Não;Sim;Sim;Plantão 24h, mas atendimento especializado somtente das 8h às 13h30
Delegacia Especializada de Atendimento à Mulher - Ji-Paraná;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Vinte e Dois de Novembro;49;;Bairro Urupá;Ji-Paraná;RO;76900-111;69;34224218;34227998;;Não;07:30;13:30;Dias úteis;Sim;Sim;Sim;Houve mudança no hórario de atendimento ;-10,873912;-61,951909;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Especializada de Atendimento à Mulher - Rolim de Moura;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Norte Sul;4550;;Centro;Rolim de Moura;RO;76940-000;69;34429037;;;Não;07:30;13:30;Dias úteis;Sim;Sim;Sim;Houve mudança no hórario de atendimento ;-11,729539;-61,777891;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Especializada de Atendimento à Mulher - Vilhena;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Paraná;2141;;Boa Esperança;Vilhena;RO;76985-435;69;33225851;;;Não;07:30;13:30;Dias úteis;Sim;Sim;Sim;Houve mudança no hórario de atendimento ;-11,736489;-61,790123;Sim;Sim;Sim;Sim;Sim;Sim;
Delegacia Especializada de Atendimento à Mulher - Boa Vista;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Uraricoera;s/n;;São Vicente;Boa Vista;RR;69303-453;95;;;;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;;2,808878;-60,685068;Sim;Sim;Sim;Sim;Sim;Sim;Plantão 24h, mas atendimento especializado entre 8h30 e 17h30. Delegacia fecha para almoço das 12h ás 13h30
Cartório da Mulher - Sapiranga;CM;público;Posto de Atendimento em Delegacia Comum;mapa_delegacia;Avenida;João Corrêa;1766;;Centro;Sapiranga;RS;93815-016;51;35591280;;saripinga-dp@pc.rs.gov.br;Sim;00:00;23:59;Todos os dias;Sim;Sim;Sim;O atendimento está mais restrito;-29,638654;-51,013664;Não;;;;;;
Delegacia da Mulher - Alvorada;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Alberto Pasqualine;404;;Sumaré;Alvorada;RS;94820-000;51;34421114;;alvorada-deam@pc.rs.gov.br;;;;;;;;;-29,99525;-51,077864;Não;;;;;;
Delegacia da Mulher - Bento Gonçalveis;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Treze de Maio;222;;Centro;Bento Gonçalves;RS;95700-000;54;34523200;;;;;;;;;;;-29,164816;-51,513317;Não;;;;;;
Delegacia da Mulher - Canoas;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Cândido Machado;106;;Centro;Canoas;RS;92010-270;51;34720494;;;;;;;;;;;-29,925057;-51,179071;Não;;;;;;
Delegacia da Mulher - Caxias do Sul;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Doutor Montauri;1387;;Madureira;Caxias do Sul;RS;95020-190;54;32211357;32209280;;Sim;00:00;23:59;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-29,168661;-51,180213;Não;;;;;;Plantão 24h, mas atendimento especializado entre 8h e 18h. Delegacia fecha para almoço das 12h ás 13h30
Delegacia da Mulher - Cruz Alta;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Coronel José Gabriel;21;;Schettert;Cruz Alta;RS;98025-460;55;33221864;;;Sim;00:00;23:59;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-28,628824;-53,607157;Não;;;;;;Plantão 24h, mas atendimento especializado entre 8h e 18h. Delegacia fecha para almoço das 12h ás 13h30
Delegacia da Mulher - Erechim;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Flores da Cunha;91;;Dal Molin;Erechim;RS;99711-444;54;33219996;;;;;;;;;;;-27,632567;-52,286408;Não;;;;;;
Delegacia da Mulher - Gravataí;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Ely Corrêa;1013;;Parque dos Anjos;Gravataí;RS;94185-352;51;39452711;;;Não;08:30;18:00;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-29,946661;-50,971087;Não;;;;;;Delegacia fecha para almoço das 11h ás 13h30
Delegacia da Mulher - Ijuí;DEAM;público;Delegacia da Mulher;mapa_delegacia;Avenida;Coronel Dico;747;;Sol Nascente;Ijuí;RS;98700-000;53;32226888;33327530;;;;;;;;;;-28,4023879;-53,9314427;Não;;;;;;
Delegacia da Mulher - Lajeado;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;João Batista de Melo;509;;Centro;Lajeado;RS;95900-000;51;37143309;;;;;;;;;;;-29,465573;-51,966337;Não;;;;;;
Delegacia da Mulher - Novo Hamburgo;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Julio de Castilho;806;;Centro;Novo Hamburgo;RS;93510-130;51;35845805;35845848;;Sim;00:00;23:59;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-29,7229386;-51,1909516;Não;;;;;;Plantão 24h, mas atendimento especializado entre 8h30 e 17h30. Delegacia fecha para almoço das 12h ás 13h30
Delegacia da Mulher - Osório;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Nascimento Vargas;153;;Annes;Passo Fundo;RS;99020-000;54;35810725;;;Sim;00:00;23:59;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-28,257678;-52,414086;Não;;;;;;Plantão 24h, mas atendimento especializado entre 8h30 e 18h. Delegacia fecha para almoço das 12h ás 13h30
Delegacia da Mulher - Pelotas;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Barros de Cassal;516;;Areal;Pelotas;RS;96077-540;53;33108181;;;Sim;00:00;23:59;Dias úteis;Sim;Sim;Sim;O atendimento está mais restrito;-31,761377;-52,324318;Não;;;;;;Plantão 24h, mas atendimento especializado entre 8h30 e 17h30. Delegacia fecha para almoço das 12h ás 13h30
Delegacia da Mulher - Rio Grande;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;Almirante Barroso;142;;Niteroi;Rio Grande;RS;92010-011;53;32931420;;;;;;;;;;;-29,941867;-51,175562;Não;;;;;;
Delegacia da Mulher - Santa Cruz do Sul;DEAM;público;Delegacia da Mulher;mapa_delegacia;Rua;João Werlang;569;;Centro;Santa Cruz do Sul;RS;96825-358;51;37114513;;;;;;;;;;;-29,720089;-52,418607;Não;;;;;;
